,Unnamed: 0,Unnamed: 1,1,2,3,4,GEN_ALIAS,1p,2p,3p,4p
0,-122.359579,47.698699,27,39,1,0,Greenwood/Phinney Ridge,0.4029850746268657,0.582089552238806,0.01492537313432836,0.0
1,-122.29701,47.629,11,22,3,0,Montlake/Portage Bay,0.3055555555555556,0.6111111111111112,0.08333333333333333,0.0
2,-122.301123,47.603136,44,39,4,0,Central Area/Squire Park,0.5057471264367817,0.4482758620689655,0.045977011494252866,0.0
3,-122.31755,47.627629,36,118,4,2,North Capitol Hill,0.225,0.7375,0.025,0.0125
4,-122.290185,47.701419,5,8,0,0,Wedgwood/View Ridge,0.38461538461538464,0.6153846153846154,0.0,0.0
5,-122.383423,47.697188,12,12,1,0,North Beach/Blue Ridge,0.48,0.48,0.04,0.0
6,-122.334788,47.58342,17,13,0,0,Duwamish/SODO,0.5666666666666667,0.43333333333333335,0.0,0.0
7,-122.329314,47.559209,35,32,0,1,Duwamish/SODO,0.5147058823529411,0.4705882352941176,0.0,0.014705882352941175
8,-122.392035,47.632665,10,13,1,0,Magnolia,0.4166666666666667,0.5416666666666666,0.04166666666666666,0.0
9,-122.286839,47.532019,17,11,0,0,South Beacon Hill/NewHolly,0.6071428571428571,0.3928571428571429,0.0,0.0
10,-122.319831,47.577547,37,22,0,0,Duwamish/SODO,0.6271186440677966,0.3728813559322034,0.0,0.0
11,-122.360129,47.559454,6,8,0,0,North Delridge,0.42857142857142855,0.5714285714285714,0.0,0.0
12,-122.28744,47.669616,28,41,3,0,Ravenna/Bryant,0.3888888888888889,0.5694444444444444,0.04166666666666666,0.0
13,-122.352313,47.652396,41,92,5,4,Fremont,0.2887323943661972,0.647887323943662,0.035211267605633804,0.028169014084507043
14,-122.33418600000002,47.680326,20,37,3,0,Green Lake,0.3333333333333333,0.6166666666666667,0.05,0.0
15,-122.29783799999998,47.548231,23,29,1,0,Beacon Hill,0.4339622641509434,0.5471698113207547,0.018867924528301886,0.0
16,-122.32445,47.565759,26,17,0,1,Duwamish/SODO,0.5909090909090909,0.3863636363636364,0.0,0.022727272727272728
17,-122.38193,47.532979,14,9,0,0,Roxhill/Westwood,0.6086956521739131,0.39130434782608703,0.0,0.0
18,-122.276094,47.551107,41,46,1,0,Columbia City,0.4659090909090909,0.5227272727272727,0.011363636363636364,0.0
19,-122.35891,47.683359,33,60,3,0,Greenwood/Phinney Ridge,0.34375,0.625,0.03125,0.0
20,-122.302409,47.633453,15,36,3,0,Montlake/Portage Bay,0.2777777777777778,0.6666666666666666,0.05555555555555555,0.0
21,-122.304705,47.65637,81,68,0,0,University District,0.5436241610738255,0.4563758389261745,0.0,0.0
22,-122.373232,47.580562,18,27,2,0,North Delridge,0.3829787234042553,0.5744680851063829,0.0425531914893617,0.0
23,-122.352906,47.620704,39,115,6,5,Queen Anne,0.2363636363636364,0.696969696969697,0.03636363636363636,0.030303030303030307
24,-122.322212,47.586345,58,58,0,0,Duwamish/SODO,0.5,0.5,0.0,0.0
25,-122.397129,47.547349,14,11,0,0,Fauntleroy/Seaview,0.56,0.44,0.0,0.0
26,-122.397058,47.69625,4,3,1,0,North Beach/Blue Ridge,0.5,0.375,0.125,0.0
27,-122.308919,47.535689,13,14,0,0,Georgetown,0.4814814814814815,0.5185185185185185,0.0,0.0
28,-122.389896,47.678163,58,84,2,0,Sunset Hill/Loyal Heights,0.4027777777777778,0.5833333333333334,0.013888888888888888,0.0
29,-122.355399,47.547047,10,3,0,0,Riverview,0.7692307692307693,0.2307692307692308,0.0,0.0
30,-122.379221,47.706754,5,3,0,0,North Beach/Blue Ridge,0.625,0.375,0.0,0.0
31,-122.342231,47.550373,18,7,0,0,Riverview,0.72,0.28,0.0,0.0
32,-122.385413,47.64967,17,24,1,0,Interbay,0.4047619047619048,0.5714285714285714,0.023809523809523808,0.0
33,-122.390618,47.551652,30,44,4,0,Fauntleroy/Seaview,0.38461538461538464,0.5641025641025641,0.05128205128205128,0.0
34,-122.314634,47.725065,13,9,0,0,Olympic Hills/Victory Heights,0.5909090909090909,0.4090909090909091,0.0,0.0
35,-122.305049,47.640903,4,7,0,0,Montlake/Portage Bay,0.3636363636363637,0.6363636363636364,0.0,0.0
36,-122.369699,47.554859,10,10,0,0,North Delridge,0.5,0.5,0.0,0.0
37,-122.326104,47.579004,26,20,0,0,Duwamish/SODO,0.5652173913043478,0.43478260869565216,0.0,0.0
38,-122.325722,47.725985,10,5,0,0,Haller Lake,0.6666666666666666,0.3333333333333333,0.0,0.0
39,-122.333422,47.528923,3,3,0,0,South Park,0.5,0.5,0.0,0.0
40,-122.304153,47.563585,20,14,0,0,North Beacon Hill/Jefferson Park,0.5882352941176471,0.4117647058823529,0.0,0.0
41,-122.324799,47.53090200000001,14,10,0,0,South Park,0.5833333333333334,0.4166666666666667,0.0,0.0
42,-122.375398,47.564462,32,51,4,0,North Delridge,0.36781609195402293,0.5862068965517241,0.045977011494252866,0.0
43,-122.353069,47.675446,29,49,2,0,Greenwood/Phinney Ridge,0.3625,0.6125,0.025,0.0
44,-122.402294,47.683262,4,7,1,0,Sunset Hill/Loyal Heights,0.3333333333333333,0.5833333333333334,0.08333333333333333,0.0
45,-122.365654,47.647649,34,61,2,2,Queen Anne,0.3434343434343434,0.6161616161616161,0.020202020202020204,0.020202020202020204
46,-122.36821100000002,47.64817100000001,29,49,2,2,Queen Anne,0.35365853658536583,0.5975609756097561,0.024390243902439025,0.024390243902439025
47,-122.387333,47.65038,20,26,2,0,Interbay,0.4166666666666667,0.5416666666666666,0.04166666666666666,0.0
48,-122.302317,47.661628,86,76,3,0,Ravenna/Bryant,0.5212121212121212,0.4606060606060606,0.01818181818181818,0.0
49,-122.304548,47.602052,57,55,5,0,Central Area/Squire Park,0.4871794871794872,0.4700854700854701,0.042735042735042736,0.0
50,-122.392176,47.647629,19,24,1,0,Magnolia,0.4318181818181818,0.5454545454545454,0.022727272727272728,0.0
51,-122.308452,47.542117,13,20,0,1,Georgetown,0.38235294117647056,0.5882352941176471,0.0,0.029411764705882356
52,-122.346653,47.695617,39,53,2,0,Licton Springs,0.4148936170212766,0.5638297872340425,0.02127659574468085,0.0
53,-122.319798,47.606917,53,124,10,3,First Hill,0.2789473684210526,0.6526315789473685,0.05263157894736842,0.015789473684210527
54,-122.41291499999998,47.666302,2,2,2,0,Magnolia,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
55,-122.386599,47.556685,34,49,4,0,West Seattle Junction/Genesee Hill,0.3908045977011495,0.5632183908045977,0.045977011494252866,0.0
56,-122.375394,47.531021,14,6,0,0,Roxhill/Westwood,0.7,0.3,0.0,0.0
57,-122.398754,47.559684,21,37,5,0,Alki/Admiral,0.3333333333333333,0.5873015873015873,0.07936507936507936,0.0
58,-122.298017,47.699578,8,9,0,0,Wedgwood/View Ridge,0.4705882352941176,0.5294117647058824,0.0,0.0
59,-122.391612,47.675326,48,79,2,0,Sunset Hill/Loyal Heights,0.372093023255814,0.6124031007751938,0.015503875968992246,0.0
60,-122.391015,47.674443,51,85,2,0,Sunset Hill/Loyal Heights,0.3695652173913043,0.6159420289855072,0.014492753623188406,0.0
61,-122.328318,47.6842,21,55,4,0,Green Lake,0.2625,0.6875,0.05,0.0
62,-122.308406,47.548983,19,22,0,1,Beacon Hill,0.4523809523809524,0.5238095238095238,0.0,0.023809523809523808
63,-122.301134,47.578541,36,22,1,0,North Beacon Hill/Jefferson Park,0.6101694915254238,0.3728813559322034,0.01694915254237288,0.0
64,-122.307872,47.617387,45,123,9,3,Central Area/Squire Park,0.25,0.6833333333333333,0.05,0.016666666666666666
65,-122.391108,47.545088,14,8,0,0,Fauntleroy/Seaview,0.6363636363636364,0.3636363636363637,0.0,0.0
66,-122.395956,47.564774,24,42,6,0,West Seattle Junction/Genesee Hill,0.3333333333333333,0.5833333333333334,0.08333333333333333,0.0
67,-122.310116,47.572993,30,20,0,0,North Beacon Hill/Jefferson Park,0.6,0.4,0.0,0.0
68,-122.325798,47.526165,10,9,0,0,South Park,0.5263157894736842,0.4736842105263158,0.0,0.0
69,-122.307891,47.721526,32,24,0,0,Olympic Hills/Victory Heights,0.5714285714285714,0.42857142857142855,0.0,0.0
70,-122.361059,47.688892,37,58,2,0,Greenwood/Phinney Ridge,0.38144329896907214,0.5979381443298969,0.020618556701030927,0.0
71,-122.320071,47.54146400000001,30,25,0,1,Georgetown,0.5357142857142857,0.44642857142857145,0.0,0.017857142857142856
72,-122.355601,47.664722,33,76,3,1,Fremont,0.2920353982300885,0.6725663716814161,0.02654867256637168,0.008849557522123894
73,-122.378153,47.534864,14,7,0,0,Roxhill/Westwood,0.6666666666666666,0.3333333333333333,0.0,0.0
74,-122.334453,47.622776,41,118,11,5,Cascade/Eastlake,0.2342857142857143,0.6742857142857143,0.06285714285714286,0.028571428571428567
75,-122.355517,47.670848,24,53,3,0,Greenwood/Phinney Ridge,0.3,0.6625,0.0375,0.0
76,-122.359418,47.661765,42,80,3,1,Fremont,0.3333333333333333,0.6349206349206349,0.023809523809523808,0.007936507936507936
77,-122.361465,47.545385,7,3,0,0,Riverview,0.7,0.3,0.0,0.0
78,-122.305543,47.707629,24,18,0,0,Olympic Hills/Victory Heights,0.5714285714285714,0.42857142857142855,0.0,0.0
79,-122.36119,47.56512100000001,6,8,0,0,North Delridge,0.42857142857142855,0.5714285714285714,0.0,0.0
80,-122.322938,47.599396,61,83,10,1,Pioneer Square/International District,0.3935483870967742,0.535483870967742,0.06451612903225806,0.0064516129032258064
81,-122.288878,47.713002,21,18,0,0,Cedar Park/Meadowbrook,0.5384615384615384,0.4615384615384616,0.0,0.0
82,-122.364015,47.564959,12,11,0,0,North Delridge,0.5217391304347826,0.4782608695652174,0.0,0.0
83,-122.367901,47.555251,11,10,0,0,North Delridge,0.5238095238095238,0.4761904761904762,0.0,0.0
84,-122.305643,47.601702,53,55,5,0,Central Area/Squire Park,0.4690265486725664,0.4867256637168141,0.04424778761061947,0.0
85,-122.32127,47.700713,31,22,0,0,Northgate/Maple Leaf,0.5849056603773585,0.4150943396226415,0.0,0.0
86,-122.303797,47.630885,21,39,3,0,Miller Park,0.3333333333333333,0.6190476190476191,0.047619047619047616,0.0
87,-122.388742,47.644086,22,26,2,0,Interbay,0.44,0.52,0.04,0.0
88,-122.382327,47.559212,29,47,4,0,West Seattle Junction/Genesee Hill,0.3625,0.5875,0.05,0.0
89,-122.377389,47.672064,52,103,2,0,Ballard,0.3312101910828025,0.6560509554140127,0.012738853503184714,0.0
90,-122.318408,47.620714,42,139,7,3,Capitol Hill,0.2198952879581152,0.7277486910994765,0.03664921465968586,0.015706806282722512
91,-122.388701,47.65764,57,91,2,0,Interbay,0.38,0.6066666666666667,0.013333333333333334,0.0
92,-122.296638,47.542671,15,10,0,0,South Beacon Hill/NewHolly,0.6,0.4,0.0,0.0
93,-122.382134,47.655231,52,86,1,0,Interbay,0.3741007194244605,0.6187050359712231,0.007194244604316547,0.0
94,-122.297217,47.665882,38,44,3,0,Ravenna/Bryant,0.4470588235294118,0.5176470588235295,0.035294117647058816,0.0
95,-122.303931,47.580116,35,19,1,0,North Beacon Hill/Jefferson Park,0.6363636363636364,0.34545454545454546,0.01818181818181818,0.0
96,-122.350153,47.661872,41,98,7,2,Fremont,0.27702702702702703,0.6621621621621622,0.0472972972972973,0.013513513513513514
97,-122.35665,47.658029,36,82,3,2,Fremont,0.2926829268292683,0.6666666666666666,0.024390243902439025,0.016260162601626018
98,-122.319204,47.704175,31,26,0,0,Northgate/Maple Leaf,0.543859649122807,0.456140350877193,0.0,0.0
99,-122.355311,47.619279,47,122,7,4,Queen Anne,0.2611111111111111,0.6777777777777778,0.03888888888888889,0.022222222222222227
100,-122.317475,47.640503,8,23,2,0,Montlake/Portage Bay,0.24242424242424246,0.696969696969697,0.060606060606060615,0.0
101,-122.371795,47.677406,55,92,0,0,Whittier Heights,0.3741496598639456,0.6258503401360545,0.0,0.0
102,-122.330273,47.605974,51,122,19,2,First Hill,0.26288659793814434,0.6288659793814433,0.0979381443298969,0.010309278350515464
103,-122.38672,47.569288,35,62,5,0,West Seattle Junction/Genesee Hill,0.3431372549019608,0.6078431372549019,0.04901960784313725,0.0
104,-122.292344,47.681728,15,26,2,0,Ravenna/Bryant,0.3488372093023256,0.6046511627906976,0.04651162790697674,0.0
105,-122.295618,47.541606,18,10,0,0,South Beacon Hill/NewHolly,0.6428571428571429,0.35714285714285715,0.0,0.0
106,-122.313374,47.657354,81,64,1,0,University District,0.5547945205479452,0.4383561643835616,0.00684931506849315,0.0
107,-122.289612,47.675739,21,32,2,0,Ravenna/Bryant,0.3818181818181817,0.5818181818181818,0.03636363636363636,0.0
108,-122.38841,47.685288,21,25,2,0,Sunset Hill/Loyal Heights,0.4375,0.5208333333333334,0.04166666666666666,0.0
109,-122.292374,47.687312,12,20,2,0,Wedgwood/View Ridge,0.35294117647058826,0.5882352941176471,0.05882352941176471,0.0
110,-122.33803600000002,47.652575,52,88,7,2,Fremont,0.34899328859060397,0.5906040268456376,0.04697986577181208,0.013422818791946308
111,-122.336328,47.679919,20,38,3,0,Green Lake,0.3278688524590164,0.6229508196721312,0.049180327868852465,0.0
112,-122.300217,47.563697,25,17,0,0,North Beacon Hill/Jefferson Park,0.5952380952380952,0.4047619047619048,0.0,0.0
113,-122.404164,47.65893,8,6,2,0,Magnolia,0.5,0.375,0.125,0.0
114,-122.312575,47.704294,28,25,0,0,Northgate/Maple Leaf,0.5283018867924528,0.4716981132075472,0.0,0.0
115,-122.372087,47.649827,25,28,0,1,Queen Anne,0.462962962962963,0.5185185185185185,0.0,0.018518518518518517
116,-122.301276,47.661284,83,71,1,0,Ravenna/Bryant,0.535483870967742,0.4580645161290322,0.0064516129032258064,0.0
117,-122.34433,47.620989,41,125,11,5,Cascade/Eastlake,0.2252747252747253,0.6868131868131868,0.06043956043956044,0.027472527472527472
118,-122.307922,47.623322,43,121,9,3,Miller Park,0.24431818181818185,0.6875,0.05113636363636364,0.017045454545454544
119,-122.318427,47.576668,36,19,0,0,Duwamish/SODO,0.6545454545454545,0.34545454545454546,0.0,0.0
120,-122.32773600000002,47.606665,50,125,19,2,First Hill,0.2551020408163265,0.6377551020408163,0.09693877551020408,0.010204081632653059
121,-122.29156299999998,47.637387,5,18,3,0,Madison Park,0.19230769230769232,0.6923076923076923,0.1153846153846154,0.0
122,-122.294587,47.555706,27,36,1,0,Beacon Hill,0.421875,0.5625,0.015625,0.0
123,-122.313021,47.706527,27,25,0,0,Northgate/Maple Leaf,0.5192307692307693,0.4807692307692308,0.0,0.0
124,-122.376487,47.541063,13,11,0,0,High Point,0.5416666666666666,0.4583333333333333,0.0,0.0
125,-122.281324,47.56449600000001,24,39,1,0,Columbia City,0.375,0.609375,0.015625,0.0
126,-122.365728,47.691182,42,57,2,0,Greenwood/Phinney Ridge,0.4158415841584158,0.5643564356435643,0.0198019801980198,0.0
127,-122.393765,47.694671,4,3,1,0,North Beach/Blue Ridge,0.5,0.375,0.125,0.0
128,-122.341563,47.665416,31,56,7,1,Green Lake,0.3263157894736842,0.5894736842105263,0.07368421052631577,0.010526315789473684
129,-122.284388,47.715319,19,14,0,0,Cedar Park/Meadowbrook,0.5757575757575758,0.42424242424242425,0.0,0.0
130,-122.293349,47.619149,27,37,5,0,Central Area/Squire Park,0.39130434782608703,0.5362318840579711,0.07246376811594203,0.0
131,-122.342348,47.692115,35,47,2,0,Licton Springs,0.4166666666666667,0.5595238095238095,0.023809523809523808,0.0
132,-122.361457,47.678657,36,69,3,0,Greenwood/Phinney Ridge,0.3333333333333333,0.6388888888888888,0.027777777777777776,0.0
133,-122.302691,47.711759,27,24,0,0,Olympic Hills/Victory Heights,0.5294117647058824,0.4705882352941176,0.0,0.0
134,-122.370044,47.53618,7,5,0,0,High Point,0.5833333333333334,0.4166666666666667,0.0,0.0
135,-122.318368,47.653602,84,62,3,0,University District,0.5637583892617449,0.4161073825503356,0.020134228187919462,0.0
136,-122.292098,47.696943,7,9,0,0,Wedgwood/View Ridge,0.4375,0.5625,0.0,0.0
137,-122.374216,47.569208,38,54,5,0,North Delridge,0.3917525773195876,0.5567010309278351,0.05154639175257732,0.0
138,-122.329903,47.651953000000006,53,70,8,1,Wallingford,0.4015151515151515,0.5303030303030303,0.060606060606060615,0.007575757575757577
139,-122.325228,47.71502,29,21,0,0,Haller Lake,0.58,0.42,0.0,0.0
140,-122.290885,47.725962,24,20,0,0,Cedar Park/Meadowbrook,0.5454545454545454,0.4545454545454545,0.0,0.0
141,-122.363465,47.645417,36,75,2,2,Queen Anne,0.3130434782608696,0.6521739130434783,0.017391304347826087,0.017391304347826087
142,-122.325848,47.659223,78,71,6,0,Wallingford,0.5032258064516129,0.4580645161290322,0.03870967741935484,0.0
143,-122.330297,47.687839,21,41,3,0,Green Lake,0.3230769230769231,0.6307692307692307,0.04615384615384616,0.0
144,-122.390679,47.642388,16,19,1,0,Interbay,0.4444444444444444,0.5277777777777778,0.027777777777777776,0.0
145,-122.363306,47.642138,33,73,2,2,Queen Anne,0.3,0.6636363636363637,0.01818181818181818,0.01818181818181818
146,-122.33008999999998,47.620843,44,130,11,5,Cascade/Eastlake,0.23157894736842105,0.6842105263157895,0.05789473684210526,0.02631578947368421
147,-122.307361,47.558013,17,20,0,1,Beacon Hill,0.4473684210526316,0.5263157894736842,0.0,0.02631578947368421
148,-122.33436299999998,47.603092,53,115,19,2,Downtown Commercial Core,0.2804232804232804,0.6084656084656085,0.10052910052910052,0.01058201058201058
149,-122.28881,47.620634,16,29,5,0,Madrona/Leschi,0.32,0.58,0.1,0.0
150,-122.37846,47.649734,26,24,1,0,Interbay,0.5098039215686274,0.4705882352941176,0.0196078431372549,0.0
151,-122.277264,47.661769,5,11,1,0,Laurelhurst/Sand Point,0.29411764705882354,0.6470588235294118,0.05882352941176471,0.0
152,-122.332864,47.551834,30,18,0,1,Georgetown,0.6122448979591837,0.3673469387755102,0.0,0.020408163265306117
153,-122.340777,47.724162,25,18,0,0,Haller Lake,0.5813953488372093,0.4186046511627907,0.0,0.0
154,-122.337113,47.626528,26,96,9,3,Cascade/Eastlake,0.19402985074626866,0.7164179104477612,0.06716417910447761,0.022388059701492536
155,-122.374096,47.706749,8,7,0,0,North Beach/Blue Ridge,0.5333333333333333,0.4666666666666667,0.0,0.0
156,-122.353476,47.575579,4,3,0,0,North Delridge,0.5714285714285714,0.42857142857142855,0.0,0.0
157,-122.39031,47.544608,14,7,0,0,Fauntleroy/Seaview,0.6666666666666666,0.3333333333333333,0.0,0.0
158,-122.278959,47.673223,9,18,1,0,Ravenna/Bryant,0.32142857142857145,0.6428571428571429,0.03571428571428571,0.0
159,-122.320646,47.54270800000001,32,28,0,1,Georgetown,0.5245901639344263,0.459016393442623,0.0,0.016393442622950817
160,-122.372292,47.567775,20,32,2,0,North Delridge,0.3703703703703704,0.5925925925925926,0.037037037037037035,0.0
161,-122.355454,47.714213,28,23,0,0,Broadview/Bitter Lake,0.5490196078431373,0.4509803921568628,0.0,0.0
162,-122.373204,47.534129,17,6,0,0,Roxhill/Westwood,0.7391304347826086,0.2608695652173913,0.0,0.0
163,-122.31484,47.692846,21,28,2,0,Northgate/Maple Leaf,0.4117647058823529,0.5490196078431373,0.0392156862745098,0.0
164,-122.380493,47.702155,7,10,1,0,North Beach/Blue Ridge,0.3888888888888889,0.5555555555555556,0.05555555555555555,0.0
165,-122.302119,47.587927,44,29,1,0,Mt. Baker/North Rainier,0.5945945945945946,0.3918918918918919,0.013513513513513514,0.0
166,-122.386227,47.534116,14,9,0,0,Fauntleroy/Seaview,0.6086956521739131,0.39130434782608703,0.0,0.0
167,-122.350769,47.677144,32,61,3,0,Greenwood/Phinney Ridge,0.3333333333333333,0.6354166666666666,0.03125,0.0
168,-122.313629,47.704478,27,25,0,0,Northgate/Maple Leaf,0.5192307692307693,0.4807692307692308,0.0,0.0
169,-122.283983,47.680517,8,16,0,0,Wedgwood/View Ridge,0.3333333333333333,0.6666666666666666,0.0,0.0
170,-122.320536,47.716113,29,20,0,0,Haller Lake,0.5918367346938775,0.4081632653061225,0.0,0.0
171,-122.335265,47.666114,44,51,6,1,Green Lake,0.4313725490196079,0.5,0.05882352941176471,0.00980392156862745
172,-122.351724,47.62631,29,97,8,5,Queen Anne,0.20863309352517986,0.6978417266187049,0.05755395683453238,0.03597122302158273
173,-122.340909,47.660262,52,89,8,1,Wallingford,0.3466666666666667,0.5933333333333334,0.05333333333333334,0.006666666666666667
174,-122.338955,47.582119,21,15,0,0,Duwamish/SODO,0.5833333333333334,0.4166666666666667,0.0,0.0
175,-122.375842,47.563531,33,51,4,0,North Delridge,0.375,0.5795454545454546,0.045454545454545456,0.0
176,-122.386578,47.538373,12,8,0,0,Fauntleroy/Seaview,0.6,0.4,0.0,0.0
177,-122.354037,47.699301,33,48,1,0,Greenwood/Phinney Ridge,0.4024390243902439,0.5853658536585366,0.012195121951219513,0.0
178,-122.340582,47.676423,18,39,3,0,Green Lake,0.3,0.65,0.05,0.0
179,-122.367284,47.536822,6,4,0,0,High Point,0.6,0.4,0.0,0.0
180,-122.350979,47.680358,34,70,3,0,Greenwood/Phinney Ridge,0.3177570093457944,0.6542056074766355,0.02803738317757009,0.0
181,-122.37408899999998,47.66803,54,112,2,1,Ballard,0.3195266272189349,0.6627218934911243,0.01183431952662722,0.005917159763313609
182,-122.300982,47.54671,6,3,0,0,Beacon Hill,0.6666666666666666,0.3333333333333333,0.0,0.0
183,-122.304965,47.590279,58,33,1,0,North Beacon Hill/Jefferson Park,0.6304347826086957,0.35869565217391297,0.010869565217391304,0.0
184,-122.407098,47.649925,8,12,1,0,Magnolia,0.3809523809523809,0.5714285714285714,0.047619047619047616,0.0
185,-122.342884,47.540201,15,5,0,0,Highland Park,0.75,0.25,0.0,0.0
186,-122.307522,47.56248400000001,16,17,0,1,North Beacon Hill/Jefferson Park,0.4705882352941176,0.5,0.0,0.029411764705882356
187,-122.332525,47.596668,49,79,12,1,Duwamish/SODO,0.3475177304964539,0.5602836879432624,0.0851063829787234,0.007092198581560284
188,-122.307094,47.717852,32,23,0,0,Olympic Hills/Victory Heights,0.5818181818181818,0.41818181818181815,0.0,0.0
189,-122.29383500000002,47.616217,29,38,5,0,Central Area/Squire Park,0.4027777777777778,0.5277777777777778,0.06944444444444445,0.0
190,-122.371827,47.686423,25,32,1,0,Whittier Heights,0.4310344827586207,0.5517241379310345,0.017241379310344827,0.0
191,-122.338258,47.565698,21,14,0,0,Duwamish/SODO,0.6,0.4,0.0,0.0
192,-122.363498,47.544746,7,3,0,0,High Point,0.7,0.3,0.0,0.0
193,-122.320636,47.699672,34,29,0,0,Northgate/Maple Leaf,0.5396825396825397,0.4603174603174603,0.0,0.0
